spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5J3m0taZ0W1E9HTE0MwcSv,Simp Gái 808,Low G,43,0,-10,VN,2024-08-17,63,True,161948,Simp Gái 808,2023-10-18,0.778,0.514,8,-12.45,0,0.197,0.355,0.000535,0.323,0.224,94.994,4
1J3SmWwlYAG68LGKr86MVH,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,44,1,6,VN,2024-08-17,63,False,301538,Chúng Ta Của Hiện Tại,2020-12-20,0.582,0.662,2,-5.261,1,0.0352,0.0682,0.0,0.205,0.528,155.976,4
5BTzf3doGTigDIYUFtbkI9,Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),"Emcee L (Da LAB), Da LAB, Badbies",45,2,5,VN,2024-08-17,62,False,234168,Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),2020-12-29,0.494,0.395,6,-8.653,1,0.0301,0.887,1.43e-05,0.058,0.179,141.464,4
5YiNxgEQQTuFi5dKLxxjWm,"CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)","ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY",46,-8,-20,VN,2024-08-17,46,False,256000,"ANH TRAI ""SAY HI"" - Live Stage 2",2024-08-06,0.461,0.807,11,-4.837,0,0.0694,0.0626,0.0,0.219,0.439,120.006,4
3a2Oftcs10wtzw6AmxuTMU,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,O.lew,47,-1,-12,VN,2024-08-17,63,False,278732,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,2023-01-02,0.638,0.106,3,-15.103,1,0.0424,0.955,1.1e-06,0.237,0.221,123.592,4
7yfcQynap4xcNqnydaFw83,Ai Mà Biết Được (feat. tlinh),"SOOBIN, tlinh",48,-6,-11,VN,2024-08-17,63,False,240000,BẬT NÓ LÊN,2024-06-25,0.689,0.634,11,-6.78,0,0.0439,0.442,7.19e-06,0.12,0.241,102.995,4
3DLtPObflLQBodZN8qGODT,2AM,"JustaTee, BigDaddy",49,0,1,VN,2024-08-17,61,False,258281,2AM,2022-05-10,0.704,0.573,0,-7.032,0,0.0518,0.737,0.0,0.068,0.759,127.995,4
5JTZCDMaElB4ZBJc41YhMB,Dẫu Có Lỗi Lầm,"Bằng Kiều, Binz, Bùi Công Nam, Duy Khánh 周周, Thanh Duy, Thien Minh",50,-2,0,VN,2024-08-17,39,False,314000,Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 2,2024-08-10,0.407,0.401,7,-11.806,1,0.051,0.27,0.0,0.105,0.202,128.1,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1,0,0,VN,2024-08-16,94,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",2,0,0,VN,2024-08-16,86,True,183550,GOLDEN,2023-11-03,0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987,4
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,3,1,1,VN,2024-08-16,90,False,206019,GOLDEN,2023-11-03,0.711,0.809,2,-4.389,0,0.0955,0.0447,0.0,0.339,0.816,106.017,4
5oFEvbM7lGnx8jfAkuhVyo,MỘNG YU,"AMEE, RPT MCK",4,-1,-1,VN,2024-08-16,64,False,202629,MỘNG YU,2024-08-02,0.867,0.625,4,-7.366,1,0.111,0.553,0.0,0.272,0.822,120.054,4
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,5,8,6,VN,2024-08-16,87,False,182293,Layover,2023-08-11,0.633,0.607,0,-6.182,0,0.0532,0.183,1.38e-06,0.167,0.363,74.029,4
5bDYi5F6QeZvjxzF6WUfea,"REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc)","ANH TRAI ""SAY HI"", Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương, Lâm Bảo Ngọc",6,-1,1,VN,2024-08-16,61,False,252307,"ANH TRAI ""SAY HI"", Tập 7",2024-08-05,0.548,0.636,8,-7.157,1,0.0551,0.131,0.0,0.114,0.114,155.889,4
64PCybDxes3edHijrcsPV4,"NGÁO NGƠ (feat. HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL & Orange)","ANH TRAI ""SAY HI"", HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL, Orange",7,-1,-2,VN,2024-08-16,61,False,252428,"ANH TRAI ""SAY HI"", Tập 7",2024-08-05,0.751,0.799,1,-4.135,1,0.0664,0.479,0.0,0.407,0.829,139.963,4
31VNCmwspR7nVJ6kruUuJt,Đừng Làm Trái Tim Anh Đau,Sơn Tùng M-TP,8,0,-2,VN,2024-08-16,72,False,279208,Đừng Làm Trái Tim Anh Đau,2024-06-08,0.854,0.636,11,-7.972,1,0.0406,0.527,0.0,0.135,0.858,125.512,4
6r5o9yIc16ZvymXUKJQ1yy,2 4,W/N,9,-2,0,VN,2024-08-16,62,False,199312,2 4,2024-07-31,0.723,0.542,7,-9.705,1,0.0542,0.9,0.0454,0.131,0.391,139.972,4
4bjN59DRXFRxBE1g5ne6B1,Haegeum,Agust D,10,40,40,VN,2024-08-16,85,False,168926,D-DAY,2023-04-21,0.697,0.837,7,-2.651,1,0.304,0.313,0.0,0.471,0.831,85.097,5
4fj4Jn4nw8fGX8xdbCntJf,Sau Cơn Mưa,"CoolKid, RHYDER",11,1,-1,VN,2024-08-16,66,False,154756,Sau Cơn Mưa,2023-07-28,0.69,0.3,6,-9.204,1,0.039,0.769,1.69e-06,0.123,0.646,81.983,4
7gSQxwCpEMjg8wb6Y3oqe7,"HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)","ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều",12,-1,-4,VN,2024-08-16,49,False,245454,"ANH TRAI ""SAY HI"" - Live Stage 2",2024-08-06,0.577,0.587,1,-5.814,1,0.0369,0.69,0.0,0.268,0.5,131.52,4
0ezCZF82GYZFV1W6W1os7N,id thang máy (feat. 267),"W/N, 267",13,-4,0,VN,2024-08-16,60,False,131050,id thang máy (feat. 267),2024-07-31,0.853,0.449,0,-7.58,1,0.0838,0.807,0.319,0.155,0.553,139.96,4
4nXrVH5xwN1w6TpmP7uu8n,Exit Sign,"HIEUTHUHAI, marzuz",14,-4,-2,VN,2024-08-16,66,False,201589,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,2023-10-16,0.483,0.599,2,-7.564,1,0.39,0.848,2.01e-05,0.153,0.175,75.375,4
6P7xEmk7ZZYz0AV84uOwiW,Cuộc gọi lúc nửa đêm,AMEE,15,0,10,VN,2024-08-16,60,False,182582,MỘNGMEE,2024-08-02,0.799,0.853,0,-6.235,1,0.119,0.678,0.0364,0.142,0.898,76.989,4
0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,V,16,34,26,VN,2024-08-16,90,False,148082,FRI(END)S,2024-03-15,0.466,0.601,8,-4.468,1,0.053,0.0315,0.0,0.0927,0.627,53.376,4
1K0HQ30Wc11okzlcnFA7Ub,Không Thể Say,HIEUTHUHAI,17,-1,-2,VN,2024-08-16,64,False,228413,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,2023-10-16,0.675,0.635,7,-5.266,1,0.0416,0.246,0.0,0.211,0.642,144.984,4
6f7M5UzYYeLFCMIBQhxk2J,Lặng,Rhymastic,18,-4,-4,VN,2024-08-16,65,False,139264,Anh Trai Vượt Ngàn Chông Gai 2024 - Vòng Concert,2024-07-09,0.486,0.305,0,-11.067,1,0.0272,0.729,0.0,0.0857,0.37,100.045,4
3OVMe3H6iAxbLF8iD2UYrw,Chúng Ta Của Tương Lai,Sơn Tùng M-TP,19,5,-2,VN,2024-08-16,65,False,249871,Chúng Ta Của Tương Lai,2024-03-08,0.694,0.557,0,-7.097,1,0.0804,0.787,0.00688,0.115,0.485,145.954,4
2a5hng9yXtbjtTVVm9UviC,Mơ,Vũ Cát Tường,20,2,24,VN,2024-08-16,61,False,262191,Mơ,2016-01-01,0.556,0.413,9,-7.261,1,0.0791,0.908,3.38e-06,0.0924,0.191,113.086,4
3Alwi53Ahc2GwHgvel42b2,Ngày Đẹp Trời Để Nói Chia Tay,Lou Hoàng,21,-3,-5,VN,2024-08-16,66,False,220223,Ngày Đẹp Trời Để Nói Chia Tay,2024-06-13,0.827,0.611,10,-5.989,1,0.0297,0.606,4.33e-06,0.104,0.716,107.993,4
3ZbZtdEw9U0uZW4tZItIwq,Chịu Cách Mình Nói Thua,"RHYDER, CoolKid, BAN",22,-5,-1,VN,2024-08-16,63,False,181558,Chịu Cách Mình Nói Thua,2023-11-22,0.604,0.737,10,-6.575,0,0.0372,0.16,0.0,0.115,0.36,154.173,4
2AA5DB0Ehi28UdYrAU9xnA,"I'M THINKING ABOUT YOU (feat. RHYDER, WEAN, Đức Phúc, Hùng Huỳnh & tlinh)","ANH TRAI ""SAY HI"", RHYDER, WEAN, Đức Phúc, Hùng Huỳnh, tlinh",23,-2,27,VN,2024-08-16,49,False,278400,"ANH TRAI ""SAY HI"", Tập 8",2024-08-12,0.844,0.925,2,-5.605,1,0.151,0.0321,0.0,0.236,0.317,125.014,4
4CUvVaAYuXtvYURLFz7EIL,Chuyện Đôi Ta (feat. Muộii),"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",24,-5,24,VN,2024-08-16,64,False,208048,Chuyện Đôi Ta (feat. Muộii),2021-12-01,0.517,0.467,0,-7.222,1,0.0442,0.724,0.0,0.0908,0.453,199.815,3
1o6cYDMHvKOfizi4d9Lqxr,id 072019,W/N,25,-5,-7,VN,2024-08-16,64,False,271704,id 072019,2023-07-31,0.593,0.325,6,-11.214,1,0.0296,0.957,0.219,0.286,0.442,110.068,4
7tFwBnuaGXqiiONukPRaCo,Miên Man,Minh Huy,26,2,-6,VN,2024-08-16,63,False,197998,Miên Man,2022-06-24,0.772,0.519,9,-10.351,1,0.0409,0.639,0.00203,0.101,0.628,120.038,4
4qYfRfSxsmhJ1WMaywtLyI,Từng Quen,"Wren Evans, itsnk",27,3,7,VN,2024-08-16,60,False,174545,LOI CHOI: The Neo Pop Punk,2023-12-17,0.768,0.325,7,-11.863,1,0.15,0.133,7.69e-06,0.174,0.525,76.975,4
5S2ObREaW7Dl1XMMC7SxGX,Miền Mộng Mị,AMEE,28,-1,13,VN,2024-08-16,59,False,166920,MỘNGMEE,2024-08-02,0.712,0.625,5,-7.003,0,0.0347,0.798,0.00427,0.122,0.417,152.03,4
2xOhv7XudrBDtkID1jwsFE,Từng Là,Vũ Cát Tường,29,0,2,VN,2024-08-16,65,False,252500,Từng Là,2024-03-01,0.808,0.414,5,-10.95,1,0.038,0.864,0.000118,0.174,0.609,115.041,4
5XfGQZA0ioQAWUjlyJRcHc,1000 Ánh Mắt,"Shiki, Obito",30,-5,-8,VN,2024-08-16,64,False,152000,Lặng,2024-06-27,0.641,0.326,8,-8.716,1,0.0325,0.789,0.0,0.104,0.474,143.997,4
2uZmeuNAxSm7XfVIwLkhCx,nhắn nhủ,Ronboogz,31,-8,-7,VN,2024-08-16,63,False,241190,nhắn nhủ,2023-12-12,0.762,0.295,7,-9.745,1,0.035,0.954,0.00157,0.164,0.284,129.962,4
5PGh9MyKry8slG5AfvD1eD,Hà Nội,"Obito, Shiki, VSTRA",32,-6,-13,VN,2024-08-16,63,False,165555,Đánh Đổi,2023-10-10,0.768,0.368,11,-13.274,0,0.0469,0.329,0.105,0.284,0.365,107.998,4
5T6j0rfpCDBzAxC8Fpd0N7,An Thần,"Low G, Thắng",33,12,10,VN,2024-08-16,63,False,174286,An Thần,2021-10-21,0.758,0.773,6,-7.266,0,0.214,0.631,2.1e-06,0.114,0.907,169.996,4
4gaxEUZE4z9pJAVTSFwgQI,một đời,"14 Casper, Bon Nghiêm, buitruonglinh",34,-1,-4,VN,2024-08-16,52,False,328240,SỐ KHÔNG,2023-03-03,0.442,0.349,0,-10.676,1,0.0307,0.847,1.36e-06,0.136,0.365,135.978,4
5TtNxUZBjYR4wgzOpHpS7h,"LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)","ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh",35,-3,-6,VN,2024-08-16,47,False,235179,"ANH TRAI ""SAY HI"" - Live Stage 2",2024-08-06,0.784,0.582,8,-4.629,0,0.0502,0.411,0.0,0.112,0.443,122.995,4
4jWmhzf53Q0ZvZMuGdiR9x,shhhhhhh..,"WEAN, tlinh",36,1,2,VN,2024-08-16,63,False,230675,shhhhhhh..,2023-10-07,0.739,0.537,2,-7.241,0,0.0394,0.251,0.0,0.0998,0.379,137.97,4
0A0oqleZkyD8FN6aW48Jzn,Yên Bình Có Quá Đắt Không,Khiem,37,-6,-14,VN,2024-08-16,63,False,248318,Yên Bình Có Quá Đắt Không,2024-06-23,0.351,0.238,8,-12.757,1,0.0382,0.956,0.0067,0.0973,0.334,113.979,4
5YiNxgEQQTuFi5dKLxxjWm,"CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)","ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY",38,3,-12,VN,2024-08-16,45,False,256000,"ANH TRAI ""SAY HI"" - Live Stage 2",2024-08-06,0.461,0.807,11,-4.837,0,0.0694,0.0626,0.0,0.219,0.439,120.006,4
6D94p9ASguBcYlDC0o56vx,NOLOVENOLIFE,HIEUTHUHAI,39,3,0,VN,2024-08-16,62,False,170898,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,2023-10-16,0.812,0.703,4,-4.499,1,0.148,0.358,0.0,0.105,0.554,138.019,4
4exlWP8cokkWVCvyP3kg7c,nếu lúc đó,"tlinh, 2pillz",40,-5,10,VN,2024-08-16,59,False,263752,ái,2023-08-16,0.627,0.591,4,-7.908,1,0.0316,0.344,0.000134,0.159,0.358,140.018,4
5ECHJ1llWBNYLVCYrllD3x,Chạy Khỏi Thế Giới Này,"Da LAB, Phương Ly",41,3,-4,VN,2024-08-16,63,False,255429,Chạy Khỏi Thế Giới Này,2022-06-30,0.71,0.552,5,-10.257,1,0.0694,0.761,1.22e-05,0.0921,0.617,139.904,4
7yfcQynap4xcNqnydaFw83,Ai Mà Biết Được (feat. tlinh),"SOOBIN, tlinh",42,-6,-2,VN,2024-08-16,63,False,240000,BẬT NÓ LÊN,2024-06-25,0.689,0.634,11,-6.78,0,0.0439,0.442,7.19e-06,0.12,0.241,102.995,4
5J3m0taZ0W1E9HTE0MwcSv,Simp Gái 808,Low G,43,-9,-16,VN,2024-08-16,63,True,161948,Simp Gái 808,2023-10-18,0.778,0.514,8,-12.45,0,0.197,0.355,0.000535,0.323,0.224,94.994,4
1bG6Q8sR8jda7ryI365y8o,Những Lời Hứa Bỏ Quên,"Vũ., Dear Jane",44,-1,5,VN,2024-08-16,64,False,236262,Những Lời Hứa Bỏ Quên,2023-12-14,0.535,0.661,0,-7.797,1,0.0314,0.716,2.23e-05,0.125,0.337,135.054,4
1J3SmWwlYAG68LGKr86MVH,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,45,4,5,VN,2024-08-16,63,False,301538,Chúng Ta Của Hiện Tại,2020-12-20,0.582,0.662,2,-5.261,1,0.0352,0.0682,0.0,0.205,0.528,155.976,4
3a2Oftcs10wtzw6AmxuTMU,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,O.lew,46,-7,-14,VN,2024-08-16,63,False,278732,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,2023-01-02,0.638,0.106,3,-15.103,1,0.0424,0.955,1.1e-06,0.237,0.221,123.592,4
5BTzf3doGTigDIYUFtbkI9,Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),"Emcee L (Da LAB), Da LAB, Badbies",47,-7,3,VN,2024-08-16,62,False,234168,Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),2020-12-29,0.494,0.395,6,-8.653,1,0.0301,0.887,1.43e-05,0.058,0.179,141.464,4
5JTZCDMaElB4ZBJc41YhMB,Dẫu Có Lỗi Lầm,"Bằng Kiều, Binz, Bùi Công Nam, Duy Khánh 周周, Thanh Duy, Thien Minh",48,-10,2,VN,2024-08-16,37,False,314000,Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 2,2024-08-10,0.407,0.401,7,-11.806,1,0.051,0.27,0.0,0.105,0.202,128.1,4
3DLtPObflLQBodZN8qGODT,2AM,"JustaTee, BigDaddy",49,1,-3,VN,2024-08-16,61,False,258281,2AM,2022-05-10,0.704,0.573,0,-7.032,0,0.0518,0.737,0.0,0.068,0.759,127.995,4
0s7RyyUlQfd8mnnboHe18n,Hẹn Gặp Em Dưới Ánh Trăng,"MANBO, HIEUTHUHAI, HURRYKNG",50,-4,-5,VN,2024-08-16,61,False,222000,Hẹn Gặp Em Dưới Ánh Trăng,2020-09-25,0.787,0.658,8,-7.595,1,0.0325,0.65,2.31e-05,0.118,0.475,120.005,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1,0,0,VN,2024-08-15,94,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",2,0,0,VN,2024-08-15,86,True,183550,GOLDEN,2023-11-03,0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987,4
5oFEvbM7lGnx8jfAkuhVyo,MỘNG YU,"AMEE, RPT MCK",3,0,0,VN,2024-08-15,64,False,202629,MỘNG YU,2024-08-02,0.867,0.625,4,-7.366,1,0.111,0.553,0.0,0.272,0.822,120.054,4
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,4,0,0,VN,2024-08-15,90,False,206019,GOLDEN,2023-11-03,0.711,0.809,2,-4.389,0,0.0955,0.0447,0.0,0.339,0.816,106.017,4
5bDYi5F6QeZvjxzF6WUfea,"REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc)","ANH TRAI ""SAY HI"", Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương, Lâm Bảo Ngọc",5,0,3,VN,2024-08-15,60,False,252307,"ANH TRAI ""SAY HI"", Tập 7",2024-08-05,0.548,0.636,8,-7.157,1,0.0551,0.131,0.0,0.114,0.114,155.889,4
64PCybDxes3edHijrcsPV4,"NGÁO NGƠ (feat. HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL & Orange)","ANH TRAI ""SAY HI"", HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL, Orange",6,0,1,VN,2024-08-15,61,False,252428,"ANH TRAI ""SAY HI"", Tập 7",2024-08-05,0.751,0.799,1,-4.135,1,0.0664,0.479,0.0,0.407,0.829,139.963,4
6r5o9yIc16ZvymXUKJQ1yy,2 4,W/N,7,0,4,VN,2024-08-15,61,False,199312,2 4,2024-07-31,0.723,0.542,7,-9.705,1,0.0542,0.9,0.0454,0.131,0.391,139.972,4
31VNCmwspR7nVJ6kruUuJt,Đừng Làm Trái Tim Anh Đau,Sơn Tùng M-TP,8,0,-3,VN,2024-08-15,72,False,279208,Đừng Làm Trái Tim Anh Đau,2024-06-08,0.854,0.636,11,-7.972,1,0.0406,0.527,0.0,0.135,0.858,125.512,4
0ezCZF82GYZFV1W6W1os7N,id thang máy (feat. 267),"W/N, 267",9,2,4,VN,2024-08-15,60,False,131050,id thang máy (feat. 267),2024-07-31,0.853,0.449,0,-7.58,1,0.0838,0.807,0.319,0.155,0.553,139.96,4
4nXrVH5xwN1w6TpmP7uu8n,Exit Sign,"HIEUTHUHAI, marzuz",10,0,0,VN,2024-08-15,66,False,201589,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,2023-10-16,0.483,0.599,2,-7.564,1,0.39,0.848,2.01e-05,0.153,0.175,75.375,4
7gSQxwCpEMjg8wb6Y3oqe7,"HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)","ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều",11,1,-5,VN,2024-08-15,48,False,245454,"ANH TRAI ""SAY HI"" - Live Stage 2",2024-08-06,0.577,0.587,1,-5.814,1,0.0369,0.69,0.0,0.268,0.5,131.52,4
4fj4Jn4nw8fGX8xdbCntJf,Sau Cơn Mưa,"CoolKid, RHYDER",12,1,-3,VN,2024-08-15,66,False,154756,Sau Cơn Mưa,2023-07-28,0.69,0.3,6,-9.204,1,0.039,0.769,1.69e-06,0.123,0.646,81.983,4
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,13,-4,-1,VN,2024-08-15,87,False,182293,Layover,2023-08-11,0.633,0.607,0,-6.182,0,0.0532,0.183,1.38e-06,0.167,0.363,74.029,4
6f7M5UzYYeLFCMIBQhxk2J,Lặng,Rhymastic,14,0,0,VN,2024-08-15,65,False,139264,Anh Trai Vượt Ngàn Chông Gai 2024 - Vòng Concert,2024-07-09,0.486,0.305,0,-11.067,1,0.0272,0.729,0.0,0.0857,0.37,100.045,4
6P7xEmk7ZZYz0AV84uOwiW,Cuộc gọi lúc nửa đêm,AMEE,15,0,16,VN,2024-08-15,59,False,182582,MỘNGMEE,2024-08-02,0.799,0.853,0,-6.235,1,0.119,0.678,0.0364,0.142,0.898,76.989,4
1K0HQ30Wc11okzlcnFA7Ub,Không Thể Say,HIEUTHUHAI,16,4,3,VN,2024-08-15,64,False,228413,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,2023-10-16,0.675,0.635,7,-5.266,1,0.0416,0.246,0.0,0.211,0.642,144.984,4
3ZbZtdEw9U0uZW4tZItIwq,Chịu Cách Mình Nói Thua,"RHYDER, CoolKid, BAN",17,2,3,VN,2024-08-15,63,False,181558,Chịu Cách Mình Nói Thua,2023-11-22,0.604,0.737,10,-6.575,0,0.0372,0.16,0.0,0.115,0.36,154.173,4
3Alwi53Ahc2GwHgvel42b2,Ngày Đẹp Trời Để Nói Chia Tay,Lou Hoàng,18,4,-3,VN,2024-08-15,66,False,220223,Ngày Đẹp Trời Để Nói Chia Tay,2024-06-13,0.827,0.611,10,-5.989,1,0.0297,0.606,4.33e-06,0.104,0.716,107.993,4
4CUvVaAYuXtvYURLFz7EIL,Chuyện Đôi Ta (feat. Muộii),"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",19,2,22,VN,2024-08-15,64,False,208048,Chuyện Đôi Ta (feat. Muộii),2021-12-01,0.517,0.467,0,-7.222,1,0.0442,0.724,0.0,0.0908,0.453,199.815,3
1o6cYDMHvKOfizi4d9Lqxr,id 072019,W/N,20,-3,-2,VN,2024-08-15,64,False,271704,id 072019,2023-07-31,0.593,0.325,6,-11.214,1,0.0296,0.957,0.219,0.286,0.442,110.068,4
2AA5DB0Ehi28UdYrAU9xnA,"I'M THINKING ABOUT YOU (feat. RHYDER, WEAN, Đức Phúc, Hùng Huỳnh & tlinh)","ANH TRAI ""SAY HI"", RHYDER, WEAN, Đức Phúc, Hùng Huỳnh, tlinh",21,6,29,VN,2024-08-15,45,False,278400,"ANH TRAI ""SAY HI"", Tập 8",2024-08-12,0.844,0.925,2,-5.605,1,0.151,0.0321,0.0,0.236,0.317,125.014,4
2a5hng9yXtbjtTVVm9UviC,Mơ,Vũ Cát Tường,22,-6,21,VN,2024-08-15,61,False,262191,Mơ,2016-01-01,0.556,0.413,9,-7.261,1,0.0791,0.908,3.38e-06,0.0924,0.191,113.086,4
2uZmeuNAxSm7XfVIwLkhCx,nhắn nhủ,Ronboogz,23,0,-1,VN,2024-08-15,63,False,241190,nhắn nhủ,2023-12-12,0.762,0.295,7,-9.745,1,0.035,0.954,0.00157,0.164,0.284,129.962,4
3OVMe3H6iAxbLF8iD2UYrw,Chúng Ta Của Tương Lai,Sơn Tùng M-TP,24,0,-1,VN,2024-08-15,66,False,249871,Chúng Ta Của Tương Lai,2024-03-08,0.694,0.557,0,-7.097,1,0.0804,0.787,0.00688,0.115,0.485,145.954,4
5XfGQZA0ioQAWUjlyJRcHc,1000 Ánh Mắt,"Shiki, Obito",25,6,-8,VN,2024-08-15,64,False,152000,Lặng,2024-06-27,0.641,0.326,8,-8.716,1,0.0325,0.789,0.0,0.104,0.474,143.997,4
5PGh9MyKry8slG5AfvD1eD,Hà Nội,"Obito, Shiki, VSTRA",26,3,-10,VN,2024-08-15,63,False,165555,Đánh Đổi,2023-10-10,0.768,0.368,11,-13.274,0,0.0469,0.329,0.105,0.284,0.365,107.998,4
5S2ObREaW7Dl1XMMC7SxGX,Miền Mộng Mị,AMEE,27,5,1,VN,2024-08-15,59,False,166920,MỘNGMEE,2024-08-02,0.712,0.625,5,-7.003,0,0.0347,0.798,0.00427,0.122,0.417,152.03,4
7tFwBnuaGXqiiONukPRaCo,Miên Man,Minh Huy,28,-10,-4,VN,2024-08-15,63,False,197998,Miên Man,2022-06-24,0.772,0.519,9,-10.351,1,0.0409,0.639,0.00203,0.101,0.628,120.038,4
2xOhv7XudrBDtkID1jwsFE,Từng Là,Vũ Cát Tường,29,-4,-4,VN,2024-08-15,65,False,252500,Từng Là,2024-03-01,0.808,0.414,5,-10.95,1,0.038,0.864,0.000118,0.174,0.609,115.041,4
4qYfRfSxsmhJ1WMaywtLyI,Từng Quen,"Wren Evans, itsnk",30,-2,6,VN,2024-08-15,60,False,174545,LOI CHOI: The Neo Pop Punk,2023-12-17,0.768,0.325,7,-11.863,1,0.15,0.133,7.69e-06,0.174,0.525,76.975,4
0A0oqleZkyD8FN6aW48Jzn,Yên Bình Có Quá Đắt Không,Khiem,31,-5,-10,VN,2024-08-15,63,False,248318,Yên Bình Có Quá Đắt Không,2024-06-23,0.351,0.238,8,-12.757,1,0.0382,0.956,0.0067,0.0973,0.334,113.979,4
5TtNxUZBjYR4wgzOpHpS7h,"LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)","ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh",32,6,-6,VN,2024-08-15,46,False,235179,"ANH TRAI ""SAY HI"" - Live Stage 2",2024-08-06,0.784,0.582,8,-4.629,0,0.0502,0.411,0.0,0.112,0.443,122.995,4
4gaxEUZE4z9pJAVTSFwgQI,một đời,"14 Casper, Bon Nghiêm, buitruonglinh",33,3,2,VN,2024-08-15,52,False,328240,SỐ KHÔNG,2023-03-03,0.442,0.349,0,-10.676,1,0.0307,0.847,1.36e-06,0.136,0.365,135.978,4
5J3m0taZ0W1E9HTE0MwcSv,Simp Gái 808,Low G,34,-1,0,VN,2024-08-15,63,True,161948,Simp Gái 808,2023-10-18,0.778,0.514,8,-12.45,0,0.197,0.355,0.000535,0.323,0.224,94.994,4
4exlWP8cokkWVCvyP3kg7c,nếu lúc đó,"tlinh, 2pillz",35,4,15,VN,2024-08-15,59,False,263752,ái,2023-08-16,0.627,0.591,4,-7.908,1,0.0316,0.344,0.000134,0.159,0.358,140.018,4
7yfcQynap4xcNqnydaFw83,Ai Mà Biết Được (feat. tlinh),"SOOBIN, tlinh",36,7,-3,VN,2024-08-15,63,False,240000,BẬT NÓ LÊN,2024-06-25,0.689,0.634,11,-6.78,0,0.0439,0.442,7.19e-06,0.12,0.241,102.995,4
