spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,26,1,-3,,2024-07-28,92,True,171782,What Happens Now?,2024-02-16,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",27,5,4,,2024-07-28,91,False,196800,FERXXOCALIPSIS,2023-12-01,0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,4
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,28,0,-1,,2024-07-28,94,False,179586,HIT ME HARD AND SOFT,2024-05-17,0.893,0.4,11,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4
3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,29,0,0,,2024-07-28,90,False,208211,Strange Trails,2015-04-06,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,3
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,30,1,4,,2024-07-28,88,False,242373,Viva La Vida or Death and All His Friends,2008-05-26,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,31,-1,-5,,2024-07-28,92,False,148317,Belong Together,2024-02-16,0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.969,4
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",32,1,18,,2024-07-28,90,True,191700,UTOPIA,2023-07-28,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,33,3,7,,2024-07-28,91,False,240400,I Love You.,2013-04-19,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,34,3,10,,2024-07-28,91,False,183956,AM,2013-09-09,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
2btNsI4OvcVl7SAHQQDHFB,Mirame,"Blessd, Ovy On The Drums",35,3,2,,2024-07-28,88,True,157453,Mirame,2024-04-17,0.717,0.656,7,-4.449,1,0.0797,0.141,2.96e-05,0.0661,0.695,175.956,4
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",36,-2,-3,,2024-07-28,92,False,228965,THE TORTURED POETS DEPARTMENT,2024-04-18,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,4
6a9Z1jUms915w4O7N1PxjY,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",37,2,-2,,2024-07-28,84,False,193038,Santa,2024-04-03,0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,4
57lsYy0OZLNb5OQ7fEa3Hs,Did It First (with Central Cee),"Ice Spice, Central Cee",38,-3,10,,2024-07-28,86,True,118002,Did It First (with Central Cee),2024-07-11,0.635,0.574,1,-7.453,1,0.322,0.229,0.0,0.126,0.592,153.938,4
6vvPecFTmWxDfEJ6cYT1wa,Rockstar,LISA,39,1,-9,,2024-07-28,93,True,138213,Rockstar,2024-06-27,0.668,0.628,8,-4.692,1,0.046,0.129,0.0,0.0293,0.568,140.053,4
4w2GLmK2wnioVnb5CPQeex,360,Charli xcx,40,2,10,,2024-07-28,87,True,133805,BRAT,2024-06-07,0.857,0.62,0,-8.13,1,0.0472,0.646,0.244,0.0934,0.796,120.042,4
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,41,3,2,,2024-07-28,90,False,184841,The Rise and Fall of a Midwest Princess,2023-09-22,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,42,7,8,,2024-07-28,87,False,289533,Dizzy up the Girl,1998-09-11,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",43,-2,-7,,2024-07-28,91,True,140733,BAND4BAND (feat. Lil Baby),2024-05-23,0.882,0.764,11,-5.241,1,0.204,0.359,0.0,0.119,0.886,140.113,4
331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,"David Guetta, OneRepublic",44,1,-6,,2024-07-28,91,False,149667,I Don't Wanna Wait,2024-04-05,0.681,0.714,1,-4.617,0,0.0309,0.0375,0.0,0.232,0.554,129.976,4
5b3XJ1pjrHO5JtY2PcTjnI,Mamushi (feat. Yuki Chiba),"Megan Thee Stallion, 千葉雄喜",45,2,-4,,2024-07-28,87,True,156988,MEGAN,2024-06-28,0.892,0.531,1,-4.968,1,0.207,0.033,0.0,0.0824,0.209,81.036,4
3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,Manuel Turizo,46,4,0,,2024-07-28,87,False,162637,2000,2023-03-17,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,47,-4,-5,,2024-07-28,93,False,303440,HIT ME HARD AND SOFT,2024-05-17,0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,4
51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,48,-2,-1,,2024-07-28,90,False,161831,Fireworks & Rollerblades,2024-04-05,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,4
5RqSsdzTNPX1uzkmlHCFvK,QLONA,"KAROL G, Peso Pluma",49,1,1,,2024-07-28,87,True,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,0.841,0.738,7,-7.455,0,0.307,0.52,0.0,0.0892,0.484,169.918,4
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,50,-2,0,,2024-07-28,90,False,182346,Stick Season,2022-10-14,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1,0,2,,2024-07-27,91,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,2,0,-1,,2024-07-27,99,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,3,0,-1,,2024-07-27,99,True,175459,Espresso,2024-04-12,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,4
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,4,0,0,,2024-07-27,99,True,186365,Please Please Please,2024-06-06,0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,5,0,0,,2024-07-27,97,True,274192,Not Like Us,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
6XjDF6nds4DE2BBbagZol6,Gata Only,"FloyyMenor, Cris Mj",6,0,0,,2024-07-27,97,True,222000,Gata Only,2024-02-02,0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,4
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,7,1,1,,2024-07-27,94,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,8,-1,-1,,2024-07-27,96,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,9,0,0,,2024-07-27,91,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,10,0,0,,2024-07-27,88,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,11,0,0,,2024-07-27,95,False,155151,MILLION DOLLAR BABY,2024-04-26,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
5Z0UnEtpLDQyYlWwgi8m9C,Too Sweet,Hozier,12,1,1,,2024-07-27,89,False,251424,Unreal Unearth: Unheard,2024-03-22,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
5496lks6V3fh1mZAB6IAap,Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",13,-1,-1,,2024-07-27,90,False,161655,Alibi (with Pabllo Vittar & Yseult),2024-06-28,0.741,0.754,11,-5.412,0,0.0327,0.00526,8.21e-06,0.125,0.717,126.98,4
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",14,0,0,,2024-07-27,95,True,178205,I Had Some Help,2024-05-10,0.638,0.855,7,-4.86,1,0.0264,0.00757,0.0,0.245,0.731,127.986,4
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,15,0,1,,2024-07-27,91,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,16,0,2,,2024-07-27,93,False,172533,Stargazing,2024-05-10,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4
5crxqqibcvoOQQgg4HjAFQ,Guy For That (Feat. Luke Combs),"Post Malone, Luke Combs",17,33,33,,2024-07-27,48,False,164011,Guy For That,2024-07-26,0.608,0.914,8,-4.116,1,0.0721,0.00545,0.0,0.137,0.511,120.01,4
1CDQzbCz4KSQxHe7LMEgRM,Houdini,Eminem,18,-1,-3,,2024-07-27,84,True,227032,The Death of Slim Shady (Coup De Grâce),2024-07-12,0.936,0.878,9,-2.798,0,0.0723,0.0283,2.31e-06,0.0689,0.902,126.992,4
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,19,6,0,,2024-07-27,92,False,167303,Harry's House,2022-05-20,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,20,-2,3,,2024-07-27,93,False,159245,DECIDE,2022-09-16,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
3JG1uFc40wfyrqaWC7iv0e,i like the way you kiss me,Artemas,21,-2,1,,2024-07-27,76,False,142514,yustyna,2024-07-11,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,4
1BJJbSX6muJVF2AK7uH1x4,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",22,5,7,,2024-07-27,90,False,177598,Move,2024-06-07,0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,4
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,23,1,-2,,2024-07-27,93,False,178426,Lover,2019-08-23,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,4
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,24,-4,0,,2024-07-27,90,False,228639,eternal sunshine,2024-03-08,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",25,-4,2,,2024-07-27,92,False,244684,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,4
1pymWRCuZfCd0zdiBJo0Hj,REAL GANGSTA LOVE,Trueno,26,-3,-6,,2024-07-27,92,True,145342,EL ÚLTIMO BAILE,2024-05-23,0.831,0.643,4,-4.659,0,0.0568,0.388,6.94e-05,0.374,0.57,97.013,4
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,27,1,-1,,2024-07-27,92,True,171782,What Happens Now?,2024-02-16,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,28,-6,0,,2024-07-27,94,False,179586,HIT ME HARD AND SOFT,2024-05-17,0.893,0.4,11,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4
3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,29,-3,2,,2024-07-27,90,False,208211,Strange Trails,2015-04-06,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,3
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,30,-1,0,,2024-07-27,92,False,148317,Belong Together,2024-02-16,0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.969,4
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,31,3,4,,2024-07-27,88,False,242373,Viva La Vida or Death and All His Friends,2008-05-26,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",32,-2,2,,2024-07-27,91,False,196800,FERXXOCALIPSIS,2023-12-01,0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,4
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",33,0,17,,2024-07-27,90,True,191700,UTOPIA,2023-07-28,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",34,-2,-2,,2024-07-27,92,False,228965,THE TORTURED POETS DEPARTMENT,2024-04-18,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,4
57lsYy0OZLNb5OQ7fEa3Hs,Did It First (with Central Cee),"Ice Spice, Central Cee",35,5,14,,2024-07-27,85,True,118002,Did It First (with Central Cee),2024-07-11,0.635,0.574,1,-7.453,1,0.322,0.229,0.0,0.126,0.592,153.938,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,36,-5,1,,2024-07-27,91,False,240400,I Love You.,2013-04-19,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,37,-2,8,,2024-07-27,91,False,183956,AM,2013-09-09,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
2btNsI4OvcVl7SAHQQDHFB,Mirame,"Blessd, Ovy On The Drums",38,6,2,,2024-07-27,88,True,157453,Mirame,2024-04-17,0.717,0.656,7,-4.449,1,0.0797,0.141,2.96e-05,0.0661,0.695,175.956,4
6a9Z1jUms915w4O7N1PxjY,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",39,-1,4,,2024-07-27,84,False,193038,Santa,2024-04-03,0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,4
6vvPecFTmWxDfEJ6cYT1wa,Rockstar,LISA,40,-4,-7,,2024-07-27,93,True,138213,Rockstar,2024-06-27,0.668,0.628,8,-4.692,1,0.046,0.129,0.0,0.0293,0.568,140.053,4
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",41,2,-3,,2024-07-27,91,True,140733,BAND4BAND (feat. Lil Baby),2024-05-23,0.882,0.764,11,-5.241,1,0.204,0.359,0.0,0.119,0.886,140.113,4
4w2GLmK2wnioVnb5CPQeex,360,Charli xcx,42,7,8,,2024-07-27,87,True,133805,BRAT,2024-06-07,0.857,0.62,0,-8.13,1,0.0472,0.646,0.244,0.0934,0.796,120.042,4
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,43,-6,-7,,2024-07-27,93,False,303440,HIT ME HARD AND SOFT,2024-05-17,0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,4
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,44,-3,3,,2024-07-27,90,False,184841,The Rise and Fall of a Midwest Princess,2023-09-22,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,"David Guetta, OneRepublic",45,1,-4,,2024-07-27,91,False,149667,I Don't Wanna Wait,2024-04-05,0.681,0.714,1,-4.617,0,0.0309,0.0375,0.0,0.232,0.554,129.976,4
51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,46,-7,-4,,2024-07-27,90,False,161831,Fireworks & Rollerblades,2024-04-05,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,4
5b3XJ1pjrHO5JtY2PcTjnI,Mamushi (feat. Yuki Chiba),"Megan Thee Stallion, 千葉雄喜",47,-2,1,,2024-07-27,86,True,156988,MEGAN,2024-06-28,0.892,0.531,1,-4.968,1,0.207,0.033,0.0,0.0824,0.209,81.036,4
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,48,-1,2,,2024-07-27,90,False,182346,Stick Season,2022-10-14,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,49,1,1,,2024-07-27,87,False,289533,Dizzy up the Girl,1998-09-11,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3
5RqSsdzTNPX1uzkmlHCFvK,QLONA,"KAROL G, Peso Pluma",50,-2,0,,2024-07-27,87,True,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),2023-08-10,0.841,0.738,7,-7.455,0,0.307,0.52,0.0,0.0892,0.484,169.918,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,1,0,49,,2024-07-26,90,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,2,0,-1,,2024-07-26,99,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,3,0,-1,,2024-07-26,99,True,175459,Espresso,2024-04-12,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,4
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,4,0,-1,,2024-07-26,98,True,186365,Please Please Please,2024-06-06,0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,5,0,-1,,2024-07-26,97,True,274192,Not Like Us,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
6XjDF6nds4DE2BBbagZol6,Gata Only,"FloyyMenor, Cris Mj",6,0,-1,,2024-07-26,96,True,222000,Gata Only,2024-02-02,0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,7,1,-1,,2024-07-26,96,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,8,-1,-1,,2024-07-26,94,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,9,0,-1,,2024-07-26,91,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,10,0,0,,2024-07-26,88,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,11,0,-2,,2024-07-26,95,False,155151,MILLION DOLLAR BABY,2024-04-26,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
5496lks6V3fh1mZAB6IAap,Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",12,0,0,,2024-07-26,90,False,161655,Alibi (with Pabllo Vittar & Yseult),2024-06-28,0.741,0.754,11,-5.412,0,0.0327,0.00526,8.21e-06,0.125,0.717,126.98,4
5Z0UnEtpLDQyYlWwgi8m9C,Too Sweet,Hozier,13,0,-2,,2024-07-26,89,False,251424,Unreal Unearth: Unheard,2024-03-22,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",14,0,-1,,2024-07-26,95,True,178205,I Had Some Help,2024-05-10,0.638,0.855,7,-4.86,1,0.0264,0.00757,0.0,0.245,0.731,127.986,4
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,15,0,0,,2024-07-26,91,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,16,0,0,,2024-07-26,93,False,172533,Stargazing,2024-05-10,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4
1CDQzbCz4KSQxHe7LMEgRM,Houdini,Eminem,17,0,-3,,2024-07-26,83,True,227032,The Death of Slim Shady (Coup De Grâce),2024-07-12,0.936,0.878,9,-2.798,0,0.0723,0.0283,2.31e-06,0.0689,0.902,126.992,4
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,18,0,0,,2024-07-26,93,False,159245,DECIDE,2022-09-16,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
3JG1uFc40wfyrqaWC7iv0e,i like the way you kiss me,Artemas,19,0,2,,2024-07-26,75,False,142514,yustyna,2024-07-11,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,4
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,20,1,3,,2024-07-26,90,False,228639,eternal sunshine,2024-03-08,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",21,3,5,,2024-07-26,92,False,244684,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,4
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,22,4,0,,2024-07-26,94,False,179586,HIT ME HARD AND SOFT,2024-05-17,0.893,0.4,11,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4
1pymWRCuZfCd0zdiBJo0Hj,REAL GANGSTA LOVE,Trueno,23,-3,-6,,2024-07-26,92,True,145342,EL ÚLTIMO BAILE,2024-05-23,0.831,0.643,4,-4.659,0,0.0568,0.388,6.94e-05,0.374,0.57,97.013,4
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,24,-2,-4,,2024-07-26,93,False,178426,Lover,2019-08-23,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,4
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,25,-2,-6,,2024-07-26,92,False,167303,Harry's House,2022-05-20,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,26,-1,-1,,2024-07-26,89,False,208211,Strange Trails,2015-04-06,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,3
1BJJbSX6muJVF2AK7uH1x4,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",27,0,2,,2024-07-26,89,False,177598,Move,2024-06-07,0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,4
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,28,0,-1,,2024-07-26,91,True,171782,What Happens Now?,2024-02-16,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,29,0,1,,2024-07-26,92,False,148317,Belong Together,2024-02-16,0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.969,4
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",30,0,1,,2024-07-26,91,False,196800,FERXXOCALIPSIS,2023-12-01,0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,31,1,1,,2024-07-26,91,False,240400,I Love You.,2013-04-19,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",32,1,-8,,2024-07-26,91,False,228965,THE TORTURED POETS DEPARTMENT,2024-04-18,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,4
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",33,4,17,,2024-07-26,90,True,191700,UTOPIA,2023-07-28,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
