id,name,genre,popularity
6n28c9qs9hNGriNa72b26u,PNAU,"alternative-dance,aussietronica,australian-dance,australian-electropop",72
6pV5zH2LzjOUHaAvENdMMa,Neton Vega,corrido,84
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"art-pop,pop",96
6roFdX1y5BYSbp60OTJWMd,Tim McGraw,"contemporary-country,country,country-road",73
6s5ubAp65wXoTZefE01RNR,Joost,,68
6tYCSHLtTI54AQJFOMfU45,Kalmi,,73
6tbjWDEIzxoDsBA1FuhfPW,Madonna,"dance-pop,pop",81
6tzRZ39aZlNqlUzQlkuhDV,Pabllo Vittar,"dance-pop,funk-carioca,funk-pop,pop-lgbtq+-brasileira,pop-nacional",76
6uzHLlGqFKaXYOnZyYmXYg,LOUKI,,73
6vWDO969PvNqNYHIOW5v0m,Beyoncé,"pop,r&b",87
6w71vXwHI2Oz6I5OO41tRM,LaToiya Williams,,69
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,"reggaeton,reggaeton-flow,trap-latino,urbano-latino",83
70gP6Ry4Uo0Yx6uzPIdaiJ,Bas,"queens-hip-hop,sudanese-hip-hop,sudanese-pop,underground-hip-hop",66
70kkdajctXSbqSMJbQO424,Kacey Musgraves,"classic-texas-country,contemporary-country,country-dawn",77
716NhGYqD1jl2wI1Qkgq36,Bizarrap,"argentine-hip-hop,pop-venezolano,trap-argentino,trap-latino,urbano-latino",82
718COspgdWOnwOFpJHRZHS,Luke Combs,"contemporary-country,country",87
72OaDtakiy6yFqkt4TsiFt,Cher,"dance-pop,pop",71
735L650pvygCZZlPMyHqsN,John Scott Trotter & His Orchestra,light-music,39
738wLrAtLtCtFOLvQBXOXp,Major Lazer,"dance-pop,edm,electro-house,moombahton,pop,pop-dance",77
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,pop,95
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,"modern-alternative-rock,modern-rock,pop",86
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,"album-rock,classic-rock,mellow-gold,rock,singer-songwriter,soft-rock,yacht-rock",77
78adFi9EyRkMh3CTIatrV9,Linda Martell,swamp-rock,47
790FomKkXshlbRYZFtlgla,KAROL G,"reggaeton,reggaeton-colombiano,urbano-latino",91
79KQgTCu4wV38ECYKn62DZ,White Gold,,62
7CajNmpbOovFoOoasH2HaY,Calvin Harris,"dance-pop,edm,electro-house,house,pop,progressive-house,uk-dance",87
7CvTknweLr9feJtRGrpDBy,FloyyMenor,reggaeton-chileno,84
7CyeXFnOrfC1N6z4naIpgo,The Ronettes,"brill-building-pop,classic-girl-group,motown,rock-and-roll",69
7Ez6lTtSMjMf2YSYpukP1I,Dasha,,75
7FNnA9vBm6EKceENgCGRMb,Anitta,"funk-pop,funk-rj,pagode-baiano,pop,pop-nacional",83
7Gi6gjaWy3DxyilpF1a8Is,Junior H,"corrido,corridos-tumbados,musica-mexicana,sad-sierreno,sierreno",91
7GlBOeep6PqTfFi59PTUUN,Chappell Roan,indie-pop,89
7Icsejk4pdIhkq2KO5A0jD,ØZI,"mandopop,taiwan-hip-hop",58
7K78lVZ8XzkjfRSI7570FF,José Feliciano,"latin-pop,puerto-rican-pop",65
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,"garage-rock,modern-rock,permanent-wave,rock,sheffield-indie",88
7LzTBVNarOeaDXFdzOugAI,Sly Pyper,,58
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,"hip-hop,pop-rap,r&b,southern-hip-hop,trap,trap-soul",84
7dGJo4pcD2V6oG8kP0tJRR,Eminem,"detroit-hip-hop,hip-hop,rap",93
7dzq55YG3wjViqexDwiycQ,Ivete Sangalo,"arrocha,axe,mpb,pagode,pop-nacional,samba-reggae,sertanejo-universitario",65
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,"boy-band,pop",75
7gW0r5CkdEUMm42w9XpyZO,Laufey,gen-z-singer-songwriter,82
7iK8PXO48WeuP03g8YR51W,Myke Towers,"reggaeton,trap-latino,urbano-latino",90
7iMvwE8qANp3aIfAGKEAwS,Cam'ron,"battle-rap,east-coast-hip-hop,harlem-hip-hop,southern-hip-hop",61
7j6DKwmjbxvpQO8h914uEz,Ryan Castro,"reggaeton,trap-colombiano,trap-latino,urbano-latino",79
7jAs1uPnpfNmT6e5qtEPxq,ATL Jacob,,74
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,"pop,r&b-en-espanol",81
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,"dance-pop,pop,post-teen-pop",75
7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,"atl-hip-hop,crunk,dance-pop,dirty-south-rap,old-school-atlanta-hip-hop,pop-rap,southern-hip-hop,trap",75
7tYKF4w9nC0nq9CsPZTHyP,SZA,"pop,r&b,rap",90
7uMDnSZyUYNBPLhPMNuaM2,Kenya Grace,singer-songwriter-pop,69
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,"adult-standards,easy-listening,lounge,soul,swing,vocal-jazz",72
6V5fHkuCfZknzDBr5Wm7Rj,leftovermax,,85
