id,name,genre,popularity,pop,rock,jazz,classical,blues,hip-hop,reggae,electronic,acoustic,other
22wbnEMDvgVIAGdFeek6ET,Benson Boone,singer-songwriter-pop,86,1,0,0,0,0,0,0,0,0,0
23zg3TcAtWQy7J6upgbUnj,USHER,"atl-hip-hop,contemporary-r&b,dance-pop,pop,r&b,rap,south-carolina-hip-hop,urban-contemporary",83,1,0,0,0,0,1,0,0,0,0
246dkjvS1zLTtiykXe5h60,Post Malone,"dfw-rap,melodic-rap,pop,rap",91,1,0,0,0,0,1,0,0,0,0
250b0Wlc5Vk0CoUsaCY84M,JENNIE,k-pop,83,1,0,0,0,0,0,0,0,0,0
25uiPmTg16RbhZWAqwLBy5,Charli xcx,"art-pop,candy-pop,metropopolis,pop,uk-pop",89,1,0,0,0,0,0,0,0,0,0
26AHtbjWKiwYzsoGoUZq53,Pentatonix,"a-cappella,viral-pop",68,1,0,0,0,0,0,0,0,0,0
26VEPCGAYB9OClQodb0OR1,Tiera Kennedy,black-americana,49,0,0,0,0,0,0,0,0,1,0
26WKgv73kRHD0gEDKD1i8j,Keinemusik,melodic-house,78,0,0,0,0,0,0,0,1,0,0
26dSoYclwsYLMAKD3tpOr4,Britney Spears,"dance-pop,pop",83,1,0,0,0,0,0,0,0,0,0
27LlKWxS3KXW7RRAxN5S8s,Geolier,"italian-hip-hop,italian-pop,rap-napoletano,trap-italiana",79,1,0,0,0,0,1,0,0,0,0
293zczrfYafIItmnmM3coR,Chuck Berry,"blues,blues-rock,classic-rock,rock,rock-and-roll,rockabilly,soul",69,0,1,0,0,1,0,0,0,0,0
2AUT4fNQ2QC0e2f5pIxOCd,Dem Jointz,,54,0,0,0,0,0,0,0,0,0,1
2CKOmarVWvWqkNWUatHCex,Ana Castela,"agronejo,sertanejo,sertanejo-pop,sertanejo-universitario",81,1,0,0,0,0,0,0,0,0,0
2DFCHTDIA0t638a4mm37dK,Raj Shekhar,modern-bollywood,67,0,0,0,0,0,0,0,0,0,1
2DaxqgrOhkeH0fpeiQq2f4,Oasis,"beatlesque,britpop,madchester,permanent-wave,rock",82,0,1,0,0,0,0,0,0,0,0
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,"kentucky-hip-hop,r&b,rap",83,0,0,0,0,0,1,0,0,0,0
2FXC3k01G6Gw61bmprjgqS,Hozier,"irish-singer-songwriter,modern-rock,pop,pov:-indie",86,1,1,0,0,0,0,0,0,0,1
2KZFvVVk9lxD85USaOv76T,Gustavo Moura & Rafael,sertanejo-pop,58,1,0,0,0,0,0,0,0,0,0
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,"deep-underground-hip-hop,hip-hop,kentucky-hip-hop,pop-rap,rap",80,1,0,0,0,0,1,0,0,0,0
2LRoIwlKmHjgvigdNGBHNo,Feid,"colombian-pop,pop-reggaeton,reggaeton,reggaeton-colombiano,trap-latino,urbano-latino",92,1,0,0,0,0,1,1,0,0,0
2NCGI6dLTxLdI9XHdv7QfM,The Andrews Sisters,"adult-standards,swing,torch-song,vocal-harmony-group",58,0,0,0,1,0,0,0,0,0,0
2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan,"pov:-indie,singer-songwriter-pop",87,1,0,0,0,0,0,0,0,0,0
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,"conscious-hip-hop,hip-hop,rap,west-coast-rap",92,0,0,0,0,0,1,0,0,0,0
2auC28zjQyVTsiZKNgPRGs,RM,k-rap,77,0,0,0,0,0,1,0,0,0,0
2cBh5lVMg222FFuRU7EfDE,Sophie Ellis-Bextor,"dance-pop,europop,new-wave-pop",69,1,0,0,0,0,0,0,0,0,0
2dIgFjalVxs4ThymZ67YCE,Stray Kids,"k-pop,k-pop-boy-group,pop",85,1,0,0,0,0,0,0,0,0,0
2e4G04F77jxVuDYo44TCSm,Loco,"k-pop,k-rap,korean-r&b",67,1,0,0,0,0,1,0,0,0,0
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,"atl-hip-hop,melodic-rap,rap,trap",87,0,0,0,0,0,1,0,0,0,0
2iE18Oxc8YSumAU232n4rW,The Jackson 5,"motown,soul",67,0,0,0,0,1,0,0,0,0,0
2jzc5TC5TVFLXQlBNiIUzE,a-ha,"new-romantic,new-wave,new-wave-pop,permanent-wave,synthpop",73,1,0,0,0,0,0,0,0,0,0
2loEsOijJ6XiGzWYFXMIRk,Adam Port,melodic-house,77,0,0,0,0,0,0,0,1,0,0
2mLA48B366zkELXYx7hcDN,Peggy Gou,"electra,float-house",68,0,0,0,0,0,0,0,1,0,0
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,"big-room,brostep,dutch-edm,edm,house,pop-dance,progressive-electro-house,slap-house,trance",84,1,0,0,0,0,0,0,1,0,0
2p4aN0Uxkk3iT3HK0cJ2cJ,Tokischa,"rap-latina,trap-dominicano",71,0,0,0,0,0,1,0,0,0,0
